,alpha,beta,m_connections,index_cases,graph,rmse
2491,0.48,0.8300000000000001,100,3,barabasi_albert_graph_100,184.78923545071973
1810,0.62,0.71,100,3,barabasi_albert_graph_100,184.79980852470933
2489,0.48,0.85,100,3,barabasi_albert_graph_100,184.8015775823439
741,0.84,0.51,100,3,barabasi_albert_graph_100,184.8056359446948
2389,0.5,0.86,100,3,barabasi_albert_graph_100,184.80721764126986
2774,0.42,0.97,100,3,barabasi_albert_graph_100,184.80809173093792
839,0.8200000000000001,0.52,100,3,barabasi_albert_graph_100,184.8117545379206
1035,0.78,0.54,100,3,barabasi_albert_graph_100,184.81726942286286
2293,0.52,0.8300000000000001,100,3,barabasi_albert_graph_100,184.82095285812326
742,0.84,0.5,100,3,barabasi_albert_graph_100,184.8238454479125
2772,0.42,0.99,100,3,barabasi_albert_graph_100,184.83614365161378
937,0.8,0.53,100,3,barabasi_albert_graph_100,184.8465891988855
2100,0.56,0.78,100,3,barabasi_albert_graph_100,184.86196513573623
1906,0.6,0.74,100,3,barabasi_albert_graph_100,184.87132739369753
2586,0.46,0.87,100,3,barabasi_albert_graph_100,184.8716810697043
253,0.9400000000000001,0.44,100,3,barabasi_albert_graph_100,184.87180589636867
1522,0.68,0.62,100,3,barabasi_albert_graph_100,184.8805435534399
2680,0.44,0.92,100,3,barabasi_albert_graph_100,184.88462098542183
2775,0.42,0.96,100,3,barabasi_albert_graph_100,184.90128343357873
2005,0.58,0.74,100,3,barabasi_albert_graph_100,184.94462788795835
2394,0.5,0.81,100,3,barabasi_albert_graph_100,184.9465827246842
1424,0.7000000000000001,0.61,100,3,barabasi_albert_graph_100,184.96658741929164
2199,0.54,0.78,100,3,barabasi_albert_graph_100,184.98792060356473
1422,0.7000000000000001,0.63,100,3,barabasi_albert_graph_100,184.9948440029946
2773,0.42,0.98,100,3,barabasi_albert_graph_100,185.00424111562748
1714,0.64,0.68,100,3,barabasi_albert_graph_100,185.01552949373237
2776,0.42,0.9500000000000001,100,3,barabasi_albert_graph_100,185.01866849674303
2101,0.56,0.77,100,3,barabasi_albert_graph_100,185.049369711894
155,0.96,0.43,100,3,barabasi_albert_graph_100,185.05874327234164
2295,0.52,0.81,100,3,barabasi_albert_graph_100,185.07734349974626
57,0.98,0.42,100,3,barabasi_albert_graph_100,185.0891677003276
1520,0.68,0.64,100,3,barabasi_albert_graph_100,185.09542237617705
1619,0.66,0.64,100,3,barabasi_albert_graph_100,185.10040934169092
1423,0.7000000000000001,0.62,100,3,barabasi_albert_graph_100,185.1130008317165
1328,0.72,0.58,100,3,barabasi_albert_graph_100,185.1261939659207
1133,0.76,0.55,100,3,barabasi_albert_graph_100,185.13093079888498
1716,0.64,0.66,100,3,barabasi_albert_graph_100,185.13766187935357
1813,0.62,0.68,100,3,barabasi_albert_graph_100,185.16393983544586
2299,0.52,0.77,100,3,barabasi_albert_graph_100,185.1650614991932
2492,0.48,0.8200000000000001,100,3,barabasi_albert_graph_100,185.18134562971176
2003,0.58,0.76,100,3,barabasi_albert_graph_100,185.19582151790658
2102,0.56,0.76,100,3,barabasi_albert_graph_100,185.2015949424593
2198,0.54,0.79,100,3,barabasi_albert_graph_100,185.20238410161755
546,0.88,0.48,100,3,barabasi_albert_graph_100,185.20788735488978
2099,0.56,0.79,100,3,barabasi_albert_graph_100,185.2097978800507
351,0.92,0.45,100,3,barabasi_albert_graph_100,185.24279286302155
1811,0.62,0.7000000000000001,100,3,barabasi_albert_graph_100,185.25776221669759
2006,0.58,0.73,100,3,barabasi_albert_graph_100,185.2760933559178
2587,0.46,0.86,100,3,barabasi_albert_graph_100,185.27762951851474
1618,0.66,0.65,100,3,barabasi_albert_graph_100,185.33852602945032
2395,0.5,0.8,100,3,barabasi_albert_graph_100,185.35840542456782
1907,0.6,0.73,100,3,barabasi_albert_graph_100,185.36979672660144
2104,0.56,0.74,100,3,barabasi_albert_graph_100,185.38828275976718
1620,0.66,0.63,100,3,barabasi_albert_graph_100,185.3891333633953
2103,0.56,0.75,100,3,barabasi_albert_graph_100,185.38938231981646
2298,0.52,0.78,100,3,barabasi_albert_graph_100,185.4357031426257
2297,0.52,0.79,100,3,barabasi_albert_graph_100,185.48539233381902
2007,0.58,0.72,100,3,barabasi_albert_graph_100,185.5514442453587
1909,0.6,0.71,100,3,barabasi_albert_graph_100,185.55312322475615
2004,0.58,0.75,100,3,barabasi_albert_graph_100,185.55393161682548
3069,0.36,0.99,100,3,barabasi_albert_graph_100,185.55606658407547
449,0.9,0.46,100,3,barabasi_albert_graph_100,185.5908444359838
1910,0.6,0.7000000000000001,100,3,barabasi_albert_graph_100,185.60495683036052
840,0.8200000000000001,0.51,100,3,barabasi_albert_graph_100,185.60696687852575
1715,0.64,0.67,100,3,barabasi_albert_graph_100,185.61767986084482
2200,0.54,0.77,100,3,barabasi_albert_graph_100,185.6241860899017
1521,0.68,0.63,100,3,barabasi_albert_graph_100,185.67960411584085
645,0.86,0.48,100,3,barabasi_albert_graph_100,185.68105408510004
1425,0.7000000000000001,0.6,100,3,barabasi_albert_graph_100,185.68107479886456
2683,0.44,0.89,100,3,barabasi_albert_graph_100,185.6820690568445
156,0.96,0.42,100,3,barabasi_albert_graph_100,185.69489036506175
1717,0.64,0.65,100,3,barabasi_albert_graph_100,185.70702733068558
2296,0.52,0.8,100,3,barabasi_albert_graph_100,185.71411031268133
1812,0.62,0.6900000000000001,100,3,barabasi_albert_graph_100,185.72291188757515
3070,0.36,0.98,100,3,barabasi_albert_graph_100,185.7316095047657
2202,0.54,0.75,100,3,barabasi_albert_graph_100,185.7535795286118
2397,0.5,0.78,100,3,barabasi_albert_graph_100,185.75672676503947
2201,0.54,0.76,100,3,barabasi_albert_graph_100,185.76266909895872
2008,0.58,0.71,100,3,barabasi_albert_graph_100,185.7743668664097
1523,0.68,0.61,100,3,barabasi_albert_graph_100,185.77602312793425
1231,0.74,0.56,100,3,barabasi_albert_graph_100,185.77981177065084
2970,0.38,0.99,100,3,barabasi_albert_graph_100,185.78153009133317
938,0.8,0.52,100,3,barabasi_albert_graph_100,185.7856498557079
2681,0.44,0.91,100,3,barabasi_albert_graph_100,185.78995584344082
743,0.84,0.49,100,3,barabasi_albert_graph_100,185.79649744152462
1426,0.7000000000000001,0.59,100,3,barabasi_albert_graph_100,185.80028566675065
547,0.88,0.47000000000000003,100,3,barabasi_albert_graph_100,185.8056884117218
254,0.9400000000000001,0.43,100,3,barabasi_albert_graph_100,185.83934335458017
2203,0.54,0.74,100,3,barabasi_albert_graph_100,185.8400884135026
1908,0.6,0.72,100,3,barabasi_albert_graph_100,185.84911166775134
2493,0.48,0.81,100,3,barabasi_albert_graph_100,185.85281604207464
2588,0.46,0.85,100,3,barabasi_albert_graph_100,185.86469437573294
1815,0.62,0.66,100,3,barabasi_albert_graph_100,185.88441404436088
1524,0.68,0.6,100,3,barabasi_albert_graph_100,185.8871038684916
352,0.92,0.44,100,3,barabasi_albert_graph_100,185.9038626652124
2684,0.44,0.88,100,3,barabasi_albert_graph_100,185.92798440421868
2977,0.38,0.92,100,3,barabasi_albert_graph_100,185.93094251526665
2777,0.42,0.9400000000000001,100,3,barabasi_albert_graph_100,185.934148806258
2975,0.38,0.9400000000000001,100,3,barabasi_albert_graph_100,185.94039574344993
2976,0.38,0.93,100,3,barabasi_albert_graph_100,185.95688085806756
841,0.8200000000000001,0.5,100,3,barabasi_albert_graph_100,185.96263065465598
3461,0.3,0.04,100,3,barabasi_albert_graph_100,185.97067593492343
2105,0.56,0.73,100,3,barabasi_albert_graph_100,186.01422608954485
3073,0.36,0.9500000000000001,100,3,barabasi_albert_graph_100,186.01561142094417
3071,0.36,0.97,100,3,barabasi_albert_graph_100,186.01569412697
2301,0.52,0.75,100,3,barabasi_albert_graph_100,186.01848543377866
1816,0.62,0.65,100,3,barabasi_albert_graph_100,186.05733194161087
2300,0.52,0.76,100,3,barabasi_albert_graph_100,186.09891910569414
2204,0.54,0.73,100,3,barabasi_albert_graph_100,186.10334184574398
2873,0.4,0.97,100,3,barabasi_albert_graph_100,186.10449918092957
2779,0.42,0.92,100,3,barabasi_albert_graph_100,186.1174360450949
1718,0.64,0.64,100,3,barabasi_albert_graph_100,186.12696245801183
1036,0.78,0.53,100,3,barabasi_albert_graph_100,186.13642639410813
255,0.9400000000000001,0.42,100,3,barabasi_albert_graph_100,186.13921589043963
1621,0.66,0.62,100,3,barabasi_albert_graph_100,186.14330707610944
548,0.88,0.46,100,3,barabasi_albert_graph_100,186.14374098446692
1814,0.62,0.67,100,3,barabasi_albert_graph_100,186.15940233284775
58,0.98,0.41000000000000003,100,3,barabasi_albert_graph_100,186.16122045152153
2778,0.42,0.93,100,3,barabasi_albert_graph_100,186.16351373497935
1911,0.6,0.6900000000000001,100,3,barabasi_albert_graph_100,186.19439799884918
2971,0.38,0.98,100,3,barabasi_albert_graph_100,186.2379784452801
2682,0.44,0.9,100,3,barabasi_albert_graph_100,186.2440912846943
2398,0.5,0.77,100,3,barabasi_albert_graph_100,186.2466933108633
450,0.9,0.45,100,3,barabasi_albert_graph_100,186.278327737328
2107,0.56,0.71,100,3,barabasi_albert_graph_100,186.28454248603336
2396,0.5,0.79,100,3,barabasi_albert_graph_100,186.29560876776952
939,0.8,0.51,100,3,barabasi_albert_graph_100,186.30316484367418
1912,0.6,0.68,100,3,barabasi_albert_graph_100,186.3689681993553
3263,0.34,0.04,100,3,barabasi_albert_graph_100,186.38943928485614
646,0.86,0.47000000000000003,100,3,barabasi_albert_graph_100,186.39298847823153
744,0.84,0.48,100,3,barabasi_albert_graph_100,186.42123517206113
1427,0.7000000000000001,0.58,100,3,barabasi_albert_graph_100,186.4290543549806
1329,0.72,0.5700000000000001,100,3,barabasi_albert_graph_100,186.43528470924002
2106,0.56,0.72,100,3,barabasi_albert_graph_100,186.44479488165265
2972,0.38,0.97,100,3,barabasi_albert_graph_100,186.4465070737449
2878,0.4,0.92,100,3,barabasi_albert_graph_100,186.4689497765492
2494,0.48,0.8,100,3,barabasi_albert_graph_100,186.47336374028166
2974,0.38,0.9500000000000001,100,3,barabasi_albert_graph_100,186.47668445720996
842,0.8200000000000001,0.49,100,3,barabasi_albert_graph_100,186.4859862749024
2685,0.44,0.87,100,3,barabasi_albert_graph_100,186.49963910049635
1037,0.78,0.52,100,3,barabasi_albert_graph_100,186.52931301911937
2876,0.4,0.9400000000000001,100,3,barabasi_albert_graph_100,186.52982850760606
2780,0.42,0.91,100,3,barabasi_albert_graph_100,186.5312306290826
1134,0.76,0.54,100,3,barabasi_albert_graph_100,186.53335441065843
2871,0.4,0.99,100,3,barabasi_albert_graph_100,186.54935416254202
2867,0.42,0.04,100,3,barabasi_albert_graph_100,186.56982607056267
2978,0.38,0.91,100,3,barabasi_albert_graph_100,186.58011271713409
3079,0.36,0.89,100,3,barabasi_albert_graph_100,186.58215348741155
3072,0.36,0.96,100,3,barabasi_albert_graph_100,186.5824833067753
2788,0.42,0.8300000000000001,100,3,barabasi_albert_graph_100,186.59614968407863
1914,0.6,0.66,100,3,barabasi_albert_graph_100,186.59905597914394
2879,0.4,0.91,100,3,barabasi_albert_graph_100,186.60629060218653
2980,0.38,0.89,100,3,barabasi_albert_graph_100,186.60901124255247
2973,0.38,0.96,100,3,barabasi_albert_graph_100,186.6139165393456
1719,0.64,0.63,100,3,barabasi_albert_graph_100,186.62288176962653
2880,0.4,0.9,100,3,barabasi_albert_graph_100,186.6250869441809
2872,0.4,0.98,100,3,barabasi_albert_graph_100,186.63339218082888
2009,0.58,0.7000000000000001,100,3,barabasi_albert_graph_100,186.63870898692932
353,0.92,0.43,100,3,barabasi_albert_graph_100,186.64039879280816
2874,0.4,0.96,100,3,barabasi_albert_graph_100,186.64433474474302
2877,0.4,0.93,100,3,barabasi_albert_graph_100,186.65261851900175
3168,0.34,0.99,100,3,barabasi_albert_graph_100,186.6766641095692
2875,0.4,0.9500000000000001,100,3,barabasi_albert_graph_100,186.6766847128602
3362,0.32,0.04,100,3,barabasi_albert_graph_100,186.67849779356362
3164,0.36,0.04,100,3,barabasi_albert_graph_100,186.6887166463922
3074,0.36,0.9400000000000001,100,3,barabasi_albert_graph_100,186.6963804189531
2781,0.42,0.9,100,3,barabasi_albert_graph_100,186.71016205708946
2589,0.46,0.84,100,3,barabasi_albert_graph_100,186.73129604615536
2302,0.52,0.74,100,3,barabasi_albert_graph_100,186.7532926287842
1428,0.7000000000000001,0.5700000000000001,100,3,barabasi_albert_graph_100,186.76748193326458
1232,0.74,0.55,100,3,barabasi_albert_graph_100,186.76972658659318
2010,0.58,0.6900000000000001,100,3,barabasi_albert_graph_100,186.77073564214416
1135,0.76,0.53,100,3,barabasi_albert_graph_100,186.79013316059778
2768,0.44,0.04,100,3,barabasi_albert_graph_100,186.79052438493767
3170,0.34,0.97,100,3,barabasi_albert_graph_100,186.79768982264454
940,0.8,0.5,100,3,barabasi_albert_graph_100,186.80026354782925
157,0.96,0.41000000000000003,100,3,barabasi_albert_graph_100,186.81527280671182
2881,0.4,0.89,100,3,barabasi_albert_graph_100,186.81636396781158
3171,0.34,0.96,100,3,barabasi_albert_graph_100,186.82793400098637
2011,0.58,0.68,100,3,barabasi_albert_graph_100,186.82929271231697
2012,0.58,0.67,100,3,barabasi_albert_graph_100,186.85255396455497
1913,0.6,0.67,100,3,barabasi_albert_graph_100,186.8633190329231
2108,0.56,0.7000000000000001,100,3,barabasi_albert_graph_100,186.88760505468767
1915,0.6,0.65,100,3,barabasi_albert_graph_100,186.9163325785507
2399,0.5,0.76,100,3,barabasi_albert_graph_100,186.91824621804787
1525,0.68,0.59,100,3,barabasi_albert_graph_100,186.92713512530452
2686,0.44,0.86,100,3,barabasi_albert_graph_100,186.93820451607078
3169,0.34,0.98,100,3,barabasi_albert_graph_100,186.96503169556354
1817,0.62,0.64,100,3,barabasi_albert_graph_100,186.986322000794
2400,0.5,0.75,100,3,barabasi_albert_graph_100,187.0023035645859
1622,0.66,0.61,100,3,barabasi_albert_graph_100,187.00728081260118
3075,0.36,0.93,100,3,barabasi_albert_graph_100,187.03633953778154
2591,0.46,0.8200000000000001,100,3,barabasi_albert_graph_100,187.07180850802064
1330,0.72,0.56,100,3,barabasi_albert_graph_100,187.07289817279582
2979,0.38,0.9,100,3,barabasi_albert_graph_100,187.11726064361147
2882,0.4,0.88,100,3,barabasi_albert_graph_100,187.1181033876322
843,0.8200000000000001,0.48,100,3,barabasi_albert_graph_100,187.1242696918075
647,0.86,0.46,100,3,barabasi_albert_graph_100,187.13355987307364
1038,0.78,0.51,100,3,barabasi_albert_graph_100,187.15102909764533
2981,0.38,0.88,100,3,barabasi_albert_graph_100,187.16019465030075
2789,0.42,0.8200000000000001,100,3,barabasi_albert_graph_100,187.18039427247717
1818,0.62,0.63,100,3,barabasi_albert_graph_100,187.19292803867432
451,0.9,0.44,100,3,barabasi_albert_graph_100,187.1954346912092
1526,0.68,0.58,100,3,barabasi_albert_graph_100,187.19648254420562
1623,0.66,0.6,100,3,barabasi_albert_graph_100,187.19925624441336
1233,0.74,0.54,100,3,barabasi_albert_graph_100,187.20357080749534
2205,0.54,0.72,100,3,barabasi_albert_graph_100,187.21986252285552
2966,0.4,0.04,100,3,barabasi_albert_graph_100,187.23806319146837
2590,0.46,0.8300000000000001,100,3,barabasi_albert_graph_100,187.25737122186428
1720,0.64,0.62,100,3,barabasi_albert_graph_100,187.27298051445976
452,0.9,0.43,100,3,barabasi_albert_graph_100,187.28345444190288
2787,0.42,0.84,100,3,barabasi_albert_graph_100,187.31173112056973
2592,0.46,0.81,100,3,barabasi_albert_graph_100,187.34100951514552
2783,0.42,0.88,100,3,barabasi_albert_graph_100,187.35147963941176
3078,0.36,0.9,100,3,barabasi_albert_graph_100,187.42904298386136
549,0.88,0.45,100,3,barabasi_albert_graph_100,187.44529458361566
3076,0.36,0.92,100,3,barabasi_albert_graph_100,187.46774081466347
256,0.9400000000000001,0.41000000000000003,100,3,barabasi_albert_graph_100,187.50269741649464
59,0.98,0.4,100,3,barabasi_albert_graph_100,187.50384611439924
354,0.92,0.42,100,3,barabasi_albert_graph_100,187.51053303748031
3077,0.36,0.91,100,3,barabasi_albert_graph_100,187.514040499946
2303,0.52,0.73,100,3,barabasi_albert_graph_100,187.54201580527948
2687,0.44,0.85,100,3,barabasi_albert_graph_100,187.54820918694685
2109,0.56,0.6900000000000001,100,3,barabasi_albert_graph_100,187.5501368865239
3172,0.34,0.9500000000000001,100,3,barabasi_albert_graph_100,187.56041078092065
2887,0.4,0.8300000000000001,100,3,barabasi_albert_graph_100,187.56572181504808
745,0.84,0.47000000000000003,100,3,barabasi_albert_graph_100,187.570479061564
2786,0.42,0.85,100,3,barabasi_albert_graph_100,187.58040327365674
2790,0.42,0.81,100,3,barabasi_albert_graph_100,187.59186467517105
1819,0.62,0.62,100,3,barabasi_albert_graph_100,187.60734363189354
2782,0.42,0.89,100,3,barabasi_albert_graph_100,187.64026548363555
2495,0.48,0.79,100,3,barabasi_albert_graph_100,187.64565624520145
1234,0.74,0.53,100,3,barabasi_albert_graph_100,187.6825880207161
1136,0.76,0.52,100,3,barabasi_albert_graph_100,187.6857029102725
2888,0.4,0.8200000000000001,100,3,barabasi_albert_graph_100,187.69238335433533
2471,0.5,0.04,100,3,barabasi_albert_graph_100,187.7179143944855
2785,0.42,0.86,100,3,barabasi_albert_graph_100,187.72469613362418
1331,0.72,0.55,100,3,barabasi_albert_graph_100,187.73889396630713
3080,0.36,0.88,100,3,barabasi_albert_graph_100,187.7692118614682
2688,0.44,0.84,100,3,barabasi_albert_graph_100,187.77402540123757
2984,0.38,0.85,100,3,barabasi_albert_graph_100,187.7939541912072
2206,0.54,0.71,100,3,barabasi_albert_graph_100,187.7968829101517
2983,0.38,0.86,100,3,barabasi_albert_graph_100,187.81938951269933
1429,0.7000000000000001,0.56,100,3,barabasi_albert_graph_100,187.83057013415862
2304,0.52,0.72,100,3,barabasi_albert_graph_100,187.8420162714484
2784,0.42,0.87,100,3,barabasi_albert_graph_100,187.85104573734847
2401,0.5,0.74,100,3,barabasi_albert_graph_100,187.863759963683
2883,0.4,0.87,100,3,barabasi_albert_graph_100,187.8799125464496
1137,0.76,0.51,100,3,barabasi_albert_graph_100,187.8917650793014
1916,0.6,0.64,100,3,barabasi_albert_graph_100,187.90502920358466
2791,0.42,0.8,100,3,barabasi_albert_graph_100,187.92336817887312
1235,0.74,0.52,100,3,barabasi_albert_graph_100,187.93755100278145
2982,0.38,0.87,100,3,barabasi_albert_graph_100,187.94301509520625
2207,0.54,0.7000000000000001,100,3,barabasi_albert_graph_100,188.0071807139291
550,0.88,0.44,100,3,barabasi_albert_graph_100,188.00742620357397
2013,0.58,0.66,100,3,barabasi_albert_graph_100,188.01859564333606
60,0.98,0.39,100,3,barabasi_albert_graph_100,188.02749389793627
158,0.96,0.4,100,3,barabasi_albert_graph_100,188.03399856245312
2886,0.4,0.84,100,3,barabasi_albert_graph_100,188.0579493339548
3173,0.34,0.9400000000000001,100,3,barabasi_albert_graph_100,188.067725117228
649,0.86,0.44,100,3,barabasi_albert_graph_100,188.13309527688511
2985,0.38,0.84,100,3,barabasi_albert_graph_100,188.13902388311763
1721,0.64,0.61,100,3,barabasi_albert_graph_100,188.14262184270248
941,0.8,0.49,100,3,barabasi_albert_graph_100,188.14838661177882
1624,0.66,0.59,100,3,barabasi_albert_graph_100,188.15102362811555
2110,0.56,0.68,100,3,barabasi_albert_graph_100,188.15331310069783
2884,0.4,0.86,100,3,barabasi_albert_graph_100,188.19045181370427
2496,0.48,0.78,100,3,barabasi_albert_graph_100,188.19948499888662
2885,0.4,0.85,100,3,barabasi_albert_graph_100,188.22298559871032
844,0.8200000000000001,0.47000000000000003,100,3,barabasi_albert_graph_100,188.2359403269451
2889,0.4,0.81,100,3,barabasi_albert_graph_100,188.23867827840272
2594,0.46,0.79,100,3,barabasi_albert_graph_100,188.33642157667668
2986,0.38,0.8300000000000001,100,3,barabasi_albert_graph_100,188.3434465176685
3081,0.36,0.87,100,3,barabasi_albert_graph_100,188.353309582734
453,0.9,0.42,100,3,barabasi_albert_graph_100,188.3656019553464
1917,0.6,0.63,100,3,barabasi_albert_graph_100,188.36780714663206
551,0.88,0.43,100,3,barabasi_albert_graph_100,188.40012657189934
2014,0.58,0.65,100,3,barabasi_albert_graph_100,188.4260516040097
2689,0.44,0.8300000000000001,100,3,barabasi_albert_graph_100,188.43235880854925
1430,0.7000000000000001,0.55,100,3,barabasi_albert_graph_100,188.4466257836175
648,0.86,0.45,100,3,barabasi_albert_graph_100,188.45544260157052
